holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,traffic_volume,month,weekday,hour
None,290.56,0.0,0.0,1,Clear,4537,May,Saturday,13
None,291.46,0.0,0.0,1,Clear,4023,May,Saturday,14
None,292.21,0.0,0.0,1,Clear,4047,May,Saturday,15
None,292.58,0.0,0.0,75,Clouds,3980,May,Saturday,16
None,292.34,0.0,0.0,90,Clouds,3621,May,Saturday,17
None,291.87,0.0,0.0,40,Clouds,3415,May,Saturday,18
None,291.3,0.0,0.0,75,Clouds,3019,May,Saturday,19
None,289.83,0.0,0.0,90,Rain,2458,May,Saturday,20
None,288.7,0.0,0.0,90,Rain,2631,May,Saturday,21
None,287.38,0.0,0.0,90,Rain,2491,May,Saturday,22
None,287.38,0.0,0.0,90,Thunderstorm,2491,May,Saturday,22
None,287.38,0.0,0.0,90,Thunderstorm,2491,May,Saturday,22
None,286.36,0.0,0.0,90,Rain,1875,May,Saturday,23
None,286.36,0.0,0.0,90,Rain,1875,May,Saturday,23
None,285.72,0.0,0.0,90,Rain,1208,May,Sunday,0
None,285.72,0.0,0.0,90,Rain,1208,May,Sunday,0
None,285.22,0.0,0.0,90,Rain,768,May,Sunday,1
None,285.22,0.0,0.0,90,Drizzle,768,May,Sunday,1
None,284.93,0.0,0.0,90,Clouds,566,May,Sunday,2
None,284.69,0.0,0.0,90,Rain,364,May,Sunday,3
None,284.64,0.0,0.0,90,Clouds,255,May,Sunday,4
None,284.62,0.0,0.0,90,Clouds,474,May,Sunday,5
None,284.66,0.0,0.0,90,Clouds,795,May,Sunday,6
None,284.98,0.0,0.0,90,Clouds,1015,May,Sunday,7
None,285.47,0.0,0.0,90,Clouds,1549,May,Sunday,8
None,286.06,0.0,0.0,90,Clouds,2206,May,Sunday,9
None,286.91,0.0,0.0,90,Clouds,2963,May,Sunday,10
None,288.2,0.0,0.0,90,Clouds,3192,May,Sunday,11
None,289.0,0.0,0.0,90,Clouds,3414,May,Sunday,12
None,289.15,0.0,0.0,75,Clouds,3564,May,Sunday,13
None,288.99,0.0,0.0,90,Clouds,3637,May,Sunday,14
None,289.06,0.0,0.0,90,Clouds,3588,May,Sunday,15
None,288.64,0.0,0.0,90,Clouds,3464,May,Sunday,16
None,288.57,0.0,0.0,90,Clouds,3180,May,Sunday,17
None,288.6,0.0,0.0,90,Clouds,2912,May,Sunday,18
None,287.93,0.0,0.0,90,Clouds,2587,May,Sunday,19
None,287.31,0.0,0.0,90,Clouds,2310,May,Sunday,20
None,286.95,0.0,0.0,90,Clouds,2242,May,Sunday,21
None,286.77,0.0,0.0,90,Clouds,1895,May,Sunday,22
None,286.55,0.0,0.0,90,Clouds,1452,May,Sunday,23
Memorial Day,286.37,0.0,0.0,90,Clouds,863,May,Monday,0
None,285.99,0.0,0.0,90,Clouds,514,May,Monday,1
None,285.66,0.0,0.0,90,Clouds,427,May,Monday,2
None,285.26,0.0,0.0,90,Clouds,268,May,Monday,3
None,284.77,0.0,0.0,75,Clouds,264,May,Monday,4
None,284.39,0.0,0.0,75,Clouds,492,May,Monday,5
None,284.37,0.0,0.0,90,Clouds,857,May,Monday,6
None,284.42,0.0,0.0,40,Clouds,943,May,Monday,7
None,284.84,0.0,0.0,90,Clouds,1111,May,Monday,8
None,285.17,0.0,0.0,90,Clouds,1649,May,Monday,9
None,286.04,0.0,0.0,90,Clouds,2238,May,Monday,10
None,286.79,0.0,0.0,90,Clouds,2745,May,Monday,11
None,286.94,0.0,0.0,90,Clouds,3265,May,Monday,12
None,286.81,0.0,0.0,90,Clouds,3436,May,Monday,13
None,286.62,0.0,0.0,90,Clouds,3712,May,Monday,14
None,286.45,0.0,0.0,90,Clouds,3812,May,Monday,15
None,286.69,0.0,0.0,90,Clouds,3648,May,Monday,16
None,287.08,0.0,0.0,90,Clouds,3473,May,Monday,17
None,287.38,0.0,0.0,90,Clouds,3371,May,Monday,18
None,287.76,0.0,0.0,90,Clouds,2880,May,Monday,19
None,287.64,0.0,0.0,90,Clouds,2539,May,Monday,20
None,287.55,0.0,0.0,90,Clouds,2183,May,Monday,21
None,287.47,0.0,0.0,90,Clouds,1542,May,Monday,22
None,287.59,0.0,0.0,90,Clouds,975,May,Monday,23
None,287.31,0.0,0.0,90,Clouds,527,May,Tuesday,0
None,287.13,0.0,0.0,90,Clouds,345,May,Tuesday,1
None,287.01,0.0,0.0,90,Clouds,268,May,Tuesday,2
None,286.92,0.0,0.0,90,Clouds,336,May,Tuesday,3
None,286.73,0.0,0.0,90,Clouds,716,May,Tuesday,4
None,286.48,0.0,0.0,90,Clouds,2714,May,Tuesday,5
None,286.36,0.0,0.0,90,Clouds,5828,May,Tuesday,6
None,285.9,0.0,0.0,90,Mist,6195,May,Tuesday,8
None,285.59,0.0,0.0,90,Mist,4904,May,Tuesday,9
None,285.59,0.0,0.0,90,Rain,4904,May,Tuesday,9
None,285.86,0.0,0.0,90,Mist,4286,May,Tuesday,10
None,286.26,0.0,0.0,90,Haze,4472,May,Tuesday,11
None,287.65,0.0,0.0,90,Clouds,4749,May,Tuesday,12
None,287.98,0.0,0.0,90,Clouds,4848,May,Tuesday,13
None,288.29,0.0,0.0,90,Clouds,5395,May,Tuesday,14
None,288.44,0.0,0.0,90,Clouds,5867,May,Tuesday,15
None,288.51,0.0,0.0,75,Clouds,6658,May,Tuesday,16
None,288.23,0.0,0.0,90,Clouds,6040,May,Tuesday,17
None,287.91,0.0,0.0,90,Rain,4277,May,Tuesday,18
None,287.91,0.0,0.0,90,Mist,4277,May,Tuesday,18
None,287.54,0.0,0.0,90,Rain,3117,May,Tuesday,19
None,287.21,0.0,0.0,90,Clouds,2639,May,Tuesday,20
None,286.91,0.0,0.0,90,Mist,2404,May,Tuesday,21
None,286.53,0.0,0.0,90,Rain,1656,May,Tuesday,22
None,286.53,0.0,0.0,90,Mist,1656,May,Tuesday,22
None,286.53,0.0,0.0,90,Drizzle,1656,May,Tuesday,22
None,286.39,0.0,0.0,90,Mist,1032,May,Tuesday,23
None,286.19,0.0,0.0,90,Clouds,561,May,Wednesday,0
None,285.77,0.0,0.0,90,Clouds,373,May,Wednesday,1
None,285.53,0.0,0.0,90,Clouds,243,May,Wednesday,2
None,285.03,0.0,0.0,90,Drizzle,757,May,Wednesday,4
None,284.92,0.0,0.0,90,Mist,2800,May,Wednesday,5
None,284.9,0.0,0.0,90,Mist,6166,May,Wednesday,6
None,284.96,0.0,0.0,90,Drizzle,7068,May,Wednesday,7
None,285.08,0.0,0.0,90,Mist,6271,May,Wednesday,8
None,285.25,0.0,0.0,90,Rain,5195,May,Wednesday,9
None,285.25,0.0,0.0,90,Mist,5195,May,Wednesday,9
None,285.69,0.0,0.0,90,Rain,4501,May,Wednesday,10
None,285.69,0.0,0.0,90,Mist,4501,May,Wednesday,10
None,286.3,0.0,0.0,90,Rain,4811,May,Wednesday,11
None,286.3,0.0,0.0,90,Mist,4811,May,Wednesday,11
None,286.57,0.0,0.0,90,Mist,4899,May,Wednesday,12
None,286.64,0.0,0.0,90,Mist,5050,May,Wednesday,13
None,286.99,0.0,0.0,90,Rain,5556,May,Wednesday,14
None,286.99,0.0,0.0,90,Mist,5556,May,Wednesday,14
None,286.99,0.0,0.0,90,Drizzle,5556,May,Wednesday,14
None,287.28,0.0,0.0,90,Rain,6016,May,Wednesday,15
None,287.28,0.0,0.0,90,Mist,6016,May,Wednesday,15
None,287.74,0.0,0.0,90,Clouds,6267,May,Wednesday,16
None,288.03,0.0,0.0,90,Clouds,6538,May,Wednesday,17
None,288.01,0.0,0.0,90,Clouds,4904,May,Wednesday,18
None,288.07,0.0,0.0,90,Clouds,3221,May,Wednesday,19
None,288.07,0.0,0.0,90,Clouds,2828,May,Wednesday,20
None,287.78,0.0,0.0,90,Clouds,2617,May,Wednesday,21
None,287.54,0.0,0.0,90,Clouds,1800,May,Wednesday,22
None,287.4,0.0,0.0,90,Mist,1005,May,Wednesday,23
None,287.44,0.0,0.0,90,Mist,539,May,Thursday,0
None,287.31,0.0,0.0,90,Mist,369,May,Thursday,1
None,287.31,0.0,0.0,90,Mist,250,May,Thursday,2
None,287.2,0.0,0.0,90,Clouds,360,May,Thursday,3
None,287.04,0.0,0.0,90,Mist,777,May,Thursday,4
None,286.41,0.0,0.0,40,Mist,2795,May,Thursday,5
None,285.9,0.0,0.0,40,Mist,5579,May,Thursday,6
None,286.13,0.0,0.0,75,Mist,3711,May,Thursday,7
None,286.13,0.0,0.0,75,Fog,3711,May,Thursday,7
None,286.87,0.0,0.0,90,Mist,5902,May,Thursday,8
None,289.03,0.0,0.0,40,Mist,5303,May,Thursday,9
None,290.79,0.0,0.0,75,Clouds,4359,May,Thursday,10
None,292.6,0.0,0.0,75,Clouds,4784,May,Thursday,11
None,294.27,0.0,0.0,90,Clouds,4933,May,Thursday,12
None,295.18,0.0,0.0,75,Clouds,5155,May,Thursday,13
None,296.08,0.0,0.0,75,Clouds,5634,May,Thursday,14
None,296.0,0.0,0.0,90,Clouds,6414,May,Thursday,15
None,295.04,0.0,0.0,90,Rain,6778,May,Thursday,16
None,295.04,0.0,0.0,90,Mist,6778,May,Thursday,16
None,295.62,0.0,0.0,90,Rain,6591,May,Thursday,17
None,295.62,0.0,0.0,90,Mist,6591,May,Thursday,17
None,295.62,0.0,0.0,90,Rain,6591,May,Thursday,17
None,295.84,0.0,0.0,75,Clouds,4855,May,Thursday,18
None,295.46,0.0,0.0,40,Clouds,3479,May,Thursday,19
None,294.76,0.0,0.0,40,Clouds,3109,May,Thursday,20
None,293.78,0.0,0.0,75,Clouds,2746,May,Thursday,21
None,292.87,0.0,0.0,90,Clouds,2157,May,Thursday,22
None,292.07,0.0,0.0,90,Thunderstorm,1311,May,Thursday,23
None,292.07,0.0,0.0,90,Rain,1311,May,Thursday,23
None,292.07,0.0,0.0,90,Mist,1311,May,Thursday,23
None,291.39,0.0,0.0,90,Thunderstorm,741,May,Friday,0
None,291.39,0.0,0.0,90,Mist,741,May,Friday,0
None,291.39,0.0,0.0,90,Rain,741,May,Friday,0
None,291.39,0.0,0.0,90,Thunderstorm,741,May,Friday,0
None,291.39,0.0,0.0,90,Thunderstorm,741,May,Friday,0
None,291.0,0.0,0.0,90,Rain,480,May,Friday,1
None,291.0,0.0,0.0,90,Rain,480,May,Friday,1
None,290.88,0.0,0.0,90,Rain,339,May,Friday,2
None,290.88,0.0,0.0,90,Thunderstorm,339,May,Friday,2
None,290.88,0.0,0.0,90,Rain,339,May,Friday,2
None,290.88,0.0,0.0,90,Mist,339,May,Friday,2
None,290.88,0.0,0.0,90,Rain,339,May,Friday,2
None,291.11,0.0,0.0,40,Thunderstorm,373,May,Friday,3
None,291.11,0.0,0.0,40,Rain,373,May,Friday,3
None,291.39,0.0,0.0,75,Clouds,743,May,Friday,4
None,291.53,0.0,0.0,1,Clear,2665,May,Friday,5
None,291.81,0.0,0.0,1,Clear,5868,May,Friday,6
None,292.24,0.0,0.0,1,Rain,6653,May,Friday,7
None,293.02,0.0,0.0,75,Clouds,5974,May,Friday,8
None,294.23,0.0,0.0,90,Clouds,5412,May,Friday,9
None,294.83,0.0,0.0,90,Rain,4929,May,Friday,10
None,294.44,0.0,0.0,90,Rain,5220,May,Friday,11
None,294.7,0.0,0.0,90,Clouds,5591,May,Friday,12
None,294.84,0.0,0.0,75,Clouds,5635,May,Friday,13
None,295.32,0.0,0.0,90,Clouds,5915,May,Friday,14
None,296.35,0.0,0.0,90,Clouds,6175,May,Friday,15
None,297.19,0.0,0.0,90,Clouds,6273,May,Friday,16
None,296.51,0.0,0.0,75,Clouds,6075,May,Friday,17
None,295.2,0.0,0.0,90,Rain,5015,May,Friday,18
None,295.2,0.0,0.0,90,Mist,5015,May,Friday,18
None,295.2,0.0,0.0,90,Rain,5015,May,Friday,18
None,294.28,0.0,0.0,75,Rain,3854,May,Friday,19
None,294.01,0.0,0.0,75,Clouds,3256,May,Friday,20
None,293.53,0.0,0.0,90,Clouds,3160,May,Friday,21
None,292.41,0.0,0.0,90,Clouds,2636,May,Friday,22
None,291.88,0.0,0.0,40,Clouds,1820,May,Friday,23
None,291.54,0.0,0.0,40,Clouds,1116,June,Saturday,0
None,291.27,0.0,0.0,40,Thunderstorm,761,June,Saturday,1
None,290.99,0.0,0.0,90,Thunderstorm,557,June,Saturday,2
None,290.99,0.0,0.0,90,Mist,557,June,Saturday,2
None,290.99,0.0,0.0,90,Thunderstorm,557,June,Saturday,2
None,290.99,0.0,0.0,90,Rain,557,June,Saturday,2
None,290.99,0.0,0.0,90,Thunderstorm,557,June,Saturday,2
None,290.46,0.0,0.0,40,Rain,438,June,Saturday,3
None,290.0,0.0,0.0,1,Clear,421,June,Saturday,4
None,289.84,0.0,0.0,1,Clear,807,June,Saturday,5
None,289.63,0.0,0.0,1,Clear,1567,June,Saturday,6
None,289.67,0.0,0.0,1,Clear,2430,June,Saturday,7
None,290.31,0.0,0.0,1,Clear,3281,June,Saturday,8
None,291.81,0.0,0.0,40,Clouds,3954,June,Saturday,9
None,293.23,0.0,0.0,1,Clear,4694,June,Saturday,10
None,294.76,0.0,0.0,1,Clear,4975,June,Saturday,11
None,296.03,0.0,0.0,40,Clouds,4813,June,Saturday,12
None,297.07,0.0,0.0,1,Clear,4622,June,Saturday,13
None,297.44,0.0,0.0,40,Clouds,4647,June,Saturday,14
None,297.43,0.0,0.0,75,Clouds,4768,June,Saturday,15
None,297.03,0.0,0.0,75,Clouds,4412,June,Saturday,16
None,296.88,0.0,0.0,90,Clouds,4382,June,Saturday,17
None,296.54,0.0,0.0,90,Clouds,3945,June,Saturday,18
None,295.07,0.0,0.0,90,Rain,3276,June,Saturday,19
None,293.22,0.0,0.0,20,Clouds,2886,June,Saturday,20
None,292.3,0.0,0.0,75,Clouds,2902,June,Saturday,21
None,291.43,0.0,0.0,40,Clouds,2616,June,Saturday,22
None,290.11,0.0,0.0,1,Clear,2047,June,Saturday,23
None,289.71,0.0,0.0,90,Clouds,1221,June,Sunday,0
None,289.06,0.0,0.0,1,Clear,787,June,Sunday,1
None,288.78,0.0,0.0,40,Clouds,646,June,Sunday,2
None,288.36,0.0,0.0,90,Clouds,355,June,Sunday,3
None,287.85,0.0,0.0,90,Clouds,374,June,Sunday,4
None,287.09,0.0,0.0,90,Clouds,719,June,Sunday,5
None,286.34,0.0,0.0,90,Clouds,947,June,Sunday,6
None,286.44,0.0,0.0,40,Clouds,1486,June,Sunday,7
None,287.94,0.0,0.0,1,Clear,2189,June,Sunday,8
None,289.55,0.0,0.0,1,Clear,3154,June,Sunday,9
None,291.0,0.0,0.0,40,Clouds,3771,June,Sunday,10
None,292.27,0.0,0.0,75,Clouds,4184,June,Sunday,11
None,293.47,0.0,0.0,75,Clouds,4702,June,Sunday,12
None,294.23,0.0,0.0,90,Clouds,4535,June,Sunday,13
None,293.6,0.0,0.0,90,Clouds,4519,June,Sunday,14
None,291.97,0.0,0.0,90,Rain,4645,June,Sunday,15
None,291.97,0.0,0.0,90,Rain,4645,June,Sunday,15
None,291.04,0.0,0.0,90,Rain,4502,June,Sunday,16
None,291.04,0.0,0.0,90,Mist,4502,June,Sunday,16
None,290.14,0.0,0.0,75,Rain,4383,June,Sunday,17
None,289.0,0.0,0.0,90,Clouds,4111,June,Sunday,18
None,287.43,0.0,0.0,90,Clouds,3308,June,Sunday,19
None,285.78,0.0,0.0,90,Clouds,2981,June,Sunday,20
None,285.03,0.0,0.0,90,Clouds,2655,June,Sunday,21
None,284.41,0.0,0.0,90,Clouds,1963,June,Sunday,22
None,284.13,0.0,0.0,90,Clouds,1189,June,Sunday,23
None,284.11,0.0,0.0,90,Clouds,596,June,Monday,0
None,284.0,0.0,0.0,90,Clouds,355,June,Monday,1
None,283.67,0.0,0.0,90,Clouds,319,June,Monday,2
None,283.2,0.0,0.0,90,Clouds,343,June,Monday,3
None,282.75,0.0,0.0,90,Clouds,791,June,Monday,4
None,282.62,0.0,0.0,75,Clouds,2769,June,Monday,5
None,282.18,0.0,0.0,75,Clouds,5893,June,Monday,6
None,282.22,0.0,0.0,75,Clouds,6746,June,Monday,7
None,282.69,0.0,0.0,40,Clouds,6192,June,Monday,8
None,283.61,0.0,0.0,75,Clouds,4967,June,Monday,9
None,284.89,0.0,0.0,1,Clear,4443,June,Monday,10
None,286.22,0.0,0.0,75,Clouds,4667,June,Monday,11
None,287.34,0.0,0.0,40,Clouds,4746,June,Monday,12
None,288.71,0.0,0.0,40,Clouds,4761,June,Monday,13
None,289.74,0.0,0.0,1,Clear,5235,June,Monday,14
None,290.79,0.0,0.0,40,Clouds,5739,June,Monday,15
None,291.37,0.0,0.0,1,Clear,6674,June,Monday,16
None,291.64,0.0,0.0,40,Clouds,6079,June,Monday,17
None,291.87,0.0,0.0,20,Clouds,4307,June,Monday,18
None,291.46,0.0,0.0,75,Clouds,3189,June,Monday,19
None,290.78,0.0,0.0,1,Clear,2805,June,Monday,20
None,289.09,0.0,0.0,1,Clear,2375,June,Monday,21
None,287.43,0.0,0.0,1,Clear,1705,June,Monday,22
None,285.91,0.0,0.0,1,Clear,1039,June,Monday,23
None,284.6,0.0,0.0,1,Clear,602,June,Tuesday,0
None,283.79,0.0,0.0,1,Clear,345,June,Tuesday,1
None,283.04,0.0,0.0,1,Clear,256,June,Tuesday,2
None,282.41,0.0,0.0,1,Clear,336,June,Tuesday,3
None,281.82,0.0,0.0,1,Mist,821,June,Tuesday,4
None,281.33,0.0,0.0,1,Mist,2762,June,Tuesday,5
None,280.83,0.0,0.0,1,Clear,6057,June,Tuesday,6
None,281.5,0.0,0.0,1,Clear,6635,June,Tuesday,7
None,284.94,0.0,0.0,1,Clear,6502,June,Tuesday,8
None,287.8,0.0,0.0,1,Clear,4995,June,Tuesday,9
None,289.92,0.0,0.0,1,Clear,4438,June,Tuesday,10
None,291.77,0.0,0.0,1,Clear,4690,June,Tuesday,11
None,292.8,0.0,0.0,40,Clouds,4906,June,Tuesday,12
None,293.2,0.0,0.0,40,Clouds,4958,June,Tuesday,13
None,293.28,0.0,0.0,1,Clear,5470,June,Tuesday,14
None,292.7,0.0,0.0,40,Clouds,5979,June,Tuesday,15
None,292.33,0.0,0.0,90,Clouds,6852,June,Tuesday,16
None,292.31,0.0,0.0,90,Haze,6189,June,Tuesday,17
None,292.02,0.0,0.0,90,Clouds,4479,June,Tuesday,18
None,291.85,0.0,0.0,75,Clouds,3270,June,Tuesday,19
None,291.48,0.0,0.0,75,Clouds,2712,June,Tuesday,20
None,290.76,0.0,0.0,90,Rain,2583,June,Tuesday,21
None,290.09,0.0,0.0,90,Clouds,1899,June,Tuesday,22
None,290.01,0.0,0.0,90,Clouds,1236,June,Tuesday,23
None,289.63,0.0,0.0,90,Clouds,570,June,Wednesday,0
None,289.47,0.0,0.0,90,Clouds,375,June,Wednesday,1
None,288.75,0.0,0.0,75,Clouds,249,June,Wednesday,2
None,288.35,0.0,0.0,75,Clouds,343,June,Wednesday,3
None,288.18,0.0,0.0,75,Clouds,788,June,Wednesday,4
None,287.44,0.0,0.0,75,Clouds,2736,June,Wednesday,5
None,287.29,0.0,0.0,92,Clouds,5890,June,Wednesday,6
None,287.66,0.0,0.0,92,Clouds,6085,June,Wednesday,7
None,288.02,0.0,0.0,92,Clouds,5790,June,Wednesday,8
None,288.48,0.0,0.0,92,Clouds,5281,June,Wednesday,9
None,288.86,0.25,0.0,92,Rain,4423,June,Wednesday,10
None,289.11,0.25,0.0,92,Rain,4756,June,Wednesday,11
None,289.48,0.25,0.0,92,Rain,4959,June,Wednesday,12
None,289.54,0.25,0.0,92,Rain,5093,June,Wednesday,13
None,289.78,0.0,0.0,92,Rain,5550,June,Wednesday,14
None,289.3,0.25,0.0,92,Rain,6055,June,Wednesday,15
None,289.3,0.25,0.0,92,Drizzle,6055,June,Wednesday,15
None,288.91,0.0,0.0,92,Drizzle,6762,June,Wednesday,16
None,288.57,0.0,0.0,92,Drizzle,6547,June,Wednesday,17
None,288.57,0.0,0.0,92,Rain,6547,June,Wednesday,17
None,287.92,0.0,0.0,92,Rain,4599,June,Wednesday,18
None,287.41,0.0,0.0,92,Rain,3378,June,Wednesday,19
None,286.69,0.57,0.0,92,Rain,2821,June,Wednesday,20
None,286.69,0.57,0.0,92,Mist,2821,June,Wednesday,20
None,286.48,0.25,0.0,90,Rain,2615,June,Wednesday,21
None,286.48,0.25,0.0,90,Drizzle,2615,June,Wednesday,21
None,286.26,0.25,0.0,92,Rain,1922,June,Wednesday,22
None,286.26,0.25,0.0,92,Drizzle,1922,June,Wednesday,22
None,285.93,0.38,0.0,92,Rain,1293,June,Wednesday,23
None,285.93,0.38,0.0,92,Drizzle,1293,June,Wednesday,23
None,285.65,0.25,0.0,92,Rain,655,June,Thursday,0
None,285.65,0.25,0.0,92,Mist,655,June,Thursday,0
None,285.7,0.25,0.0,92,Rain,372,June,Thursday,1
None,285.7,0.25,0.0,92,Mist,372,June,Thursday,1
None,285.65,0.0,0.0,92,Mist,281,June,Thursday,2
None,285.66,0.25,0.0,92,Rain,382,June,Thursday,3
None,285.66,0.25,0.0,92,Mist,382,June,Thursday,3
None,285.48,0.3,0.0,90,Rain,812,June,Thursday,4
None,285.48,0.3,0.0,90,Mist,812,June,Thursday,4
None,285.48,0.3,0.0,90,Drizzle,812,June,Thursday,4
None,285.4,0.25,0.0,92,Rain,2749,June,Thursday,5
None,285.4,0.25,0.0,92,Mist,2749,June,Thursday,5
None,285.38,0.25,0.0,88,Rain,5791,June,Thursday,6
None,285.38,0.25,0.0,88,Mist,5791,June,Thursday,6
None,285.38,0.25,0.0,88,Drizzle,5791,June,Thursday,6
None,285.49,0.0,0.0,88,Mist,6604,June,Thursday,7
None,285.49,0.0,0.0,88,Drizzle,6604,June,Thursday,7
None,285.57,0.3,0.0,88,Rain,6219,June,Thursday,8
None,285.57,0.3,0.0,88,Drizzle,6219,June,Thursday,8
None,285.57,0.3,0.0,88,Mist,6219,June,Thursday,8
None,285.67,0.29,0.0,92,Rain,5050,June,Thursday,9
None,285.67,0.29,0.0,92,Mist,5050,June,Thursday,9
None,285.67,0.29,0.0,92,Drizzle,5050,June,Thursday,9
None,285.89,0.38,0.0,92,Rain,4610,June,Thursday,10
None,285.89,0.38,0.0,92,Mist,4610,June,Thursday,10
None,286.11,0.44,0.0,92,Rain,4925,June,Thursday,11
None,286.11,0.44,0.0,92,Mist,4925,June,Thursday,11
None,286.38,0.36,0.0,92,Rain,5181,June,Thursday,12
None,286.38,0.36,0.0,92,Mist,5181,June,Thursday,12
None,287.13,0.38,0.0,92,Rain,5139,June,Thursday,13
None,287.13,0.38,0.0,92,Mist,5139,June,Thursday,13
None,287.12,0.25,0.0,92,Rain,5666,June,Thursday,14
None,287.12,0.25,0.0,92,Mist,5666,June,Thursday,14
None,287.82,0.0,0.0,56,Mist,6291,June,Thursday,15
None,287.82,0.0,0.0,56,Rain,6291,June,Thursday,15
None,287.82,2.16,0.0,56,Rain,6744,June,Thursday,16
None,287.82,2.16,0.0,56,Mist,6744,June,Thursday,16
None,287.37,3.39,0.0,56,Rain,6419,June,Thursday,17
None,287.37,3.39,0.0,56,Mist,6419,June,Thursday,17
None,287.17,0.84,0.0,24,Rain,4919,June,Thursday,18
None,287.17,0.84,0.0,24,Mist,4919,June,Thursday,18
None,286.98,0.76,0.0,24,Rain,3557,June,Thursday,19
None,286.98,0.76,0.0,24,Mist,3557,June,Thursday,19
None,287.01,0.38,0.0,24,Rain,3143,June,Thursday,20
None,287.01,0.38,0.0,24,Mist,3143,June,Thursday,20
None,286.67,0.0,0.0,76,Clouds,3146,June,Thursday,21
None,286.46,0.0,0.0,76,Clouds,2202,June,Thursday,22
None,285.92,0.0,0.0,76,Clouds,1453,June,Thursday,23
None,285.46,0.0,0.0,92,Rain,715,June,Friday,0
None,285.18,0.0,0.0,92,Clouds,453,June,Friday,1
None,284.69,0.0,0.0,92,Mist,321,June,Friday,2
None,284.27,0.25,0.0,68,Rain,372,June,Friday,3
None,284.27,0.25,0.0,68,Mist,372,June,Friday,3
None,283.87,0.38,0.0,68,Rain,783,June,Friday,4
None,283.59,0.0,0.0,68,Mist,2535,June,Friday,5
None,283.35,0.25,0.0,92,Rain,5670,June,Friday,6
None,283.35,0.25,0.0,92,Mist,5670,June,Friday,6
None,283.23,0.25,0.0,92,Rain,6787,June,Friday,7
None,283.23,0.25,0.0,92,Mist,6787,June,Friday,7
None,283.35,0.25,0.0,92,Rain,5620,June,Friday,8
None,283.35,0.25,0.0,92,Mist,5620,June,Friday,8
None,283.37,0.25,0.0,68,Rain,5119,June,Friday,9
None,283.37,0.25,0.0,68,Mist,5119,June,Friday,9
None,283.7,0.25,0.0,68,Rain,4683,June,Friday,10
None,283.7,0.25,0.0,68,Mist,4683,June,Friday,10
None,284.18,0.0,0.0,68,Mist,5179,June,Friday,11
None,284.85,0.0,0.0,64,Clouds,5595,June,Friday,12
None,285.07,0.25,0.0,64,Rain,5385,June,Friday,13
None,285.56,0.0,0.0,64,Clouds,5659,June,Friday,14
None,285.99,0.0,0.0,76,Clouds,5905,June,Friday,15
None,286.19,0.0,0.0,76,Clouds,6541,June,Friday,16
None,286.43,0.0,0.0,76,Clouds,5723,June,Friday,17
None,286.47,0.0,0.0,80,Clouds,4693,June,Friday,18
None,286.26,0.0,0.0,80,Clouds,3770,June,Friday,19
None,285.99,0.0,0.0,80,Clouds,3114,June,Friday,20
None,285.73,0.0,0.0,92,Rain,3331,June,Friday,21
None,285.54,0.0,0.0,92,Rain,3068,June,Friday,22
None,285.4,0.0,0.0,92,Rain,2088,June,Friday,23
None,285.18,0.0,0.0,80,Rain,1320,June,Saturday,0
None,285.15,0.0,0.0,92,Clouds,870,June,Saturday,1
None,285.01,0.0,0.0,92,Clouds,606,June,Saturday,2
None,284.88,0.0,0.0,68,Clouds,414,June,Saturday,3
None,284.7,0.0,0.0,68,Clouds,414,June,Saturday,4
None,284.49,0.0,0.0,68,Mist,793,June,Saturday,5
None,284.5,0.0,0.0,92,Clouds,1479,June,Saturday,6
None,284.8,0.0,0.0,92,Clouds,2138,June,Saturday,7
None,285.06,0.0,0.0,92,Clouds,2893,June,Saturday,8
None,285.61,0.0,0.0,92,Clouds,3721,June,Saturday,9
None,286.38,0.0,0.0,92,Clouds,3761,June,Saturday,10
None,287.42,0.0,0.0,92,Clouds,4101,June,Saturday,11
None,288.41,0.0,0.0,24,Clouds,4362,June,Saturday,12
None,288.87,0.0,0.0,24,Clouds,4442,June,Saturday,13
None,289.57,0.0,0.0,24,Clouds,4535,June,Saturday,14
None,290.12,0.0,0.0,32,Clouds,4413,June,Saturday,15
None,290.52,0.0,0.0,32,Clouds,4292,June,Saturday,16
None,290.62,0.0,0.0,32,Clouds,4076,June,Saturday,17
None,290.8,0.25,0.0,56,Rain,4058,June,Saturday,18
None,290.58,0.0,0.0,56,Clouds,3231,June,Saturday,19
None,289.91,0.0,0.0,56,Clouds,3062,June,Saturday,20
None,289.11,0.0,0.0,88,Clouds,3041,June,Saturday,21
None,288.12,0.0,0.0,88,Clouds,3254,June,Saturday,22
None,287.35,0.0,0.0,88,Clouds,2699,June,Saturday,23
None,286.72,0.0,0.0,92,Rain,2112,June,Sunday,0
None,286.14,0.0,0.0,92,Clouds,1610,June,Sunday,1
None,286.1,0.0,0.0,92,Clouds,1432,June,Sunday,2
None,285.97,0.0,0.0,36,Clouds,930,June,Sunday,3
None,286.07,0.0,0.0,36,Clouds,481,June,Sunday,4
None,285.62,0.0,0.0,36,Clouds,694,June,Sunday,5
None,285.18,0.0,0.0,32,Mist,831,June,Sunday,6
None,285.45,0.0,0.0,32,Mist,1065,June,Sunday,7
None,287.44,0.0,0.0,32,Clouds,1590,June,Sunday,8
None,290.09,0.0,0.0,24,Clouds,2326,June,Sunday,9
